Project_Name,Project_URL,Project_Hash,Test_id,OD_Type,Polluter_or_Setter,Cleaner,Path,md5sum,Before_Patch_Isolation,Before_Patch_DT,Before_Patch_OD,After_Patch_Isolation,After_Patch_DT,After_Patch_OD
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,7301fe2531e5de6afcc5b108c3804664,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,808136b6736892b841e1dea5e391cb0f,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,28bf865fe05dbf869ec2390f9cb2b6e5,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,fcde4cf57185208d5cd058e2e885c077,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,ebd470b9b38bae8c351423b0e3558422,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,947df40550ffca3b252a862e23eb175e,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,cefef93562f1d3efd72396e3cd10936e,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,dd1ac1e7e9f00919db24cd1003ca9de6,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,68131bbf62e27dacad394ee80b642065,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,671fbc9ea1aabf714218c387aeb1b2f1,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,079fa3e8a928a946c4be94eccadeef09,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,9e6259a7a9d2de672fdad4348b61734b,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,265e26079ed86912dc7cc3ed99258303,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,f2d4d489f90c10269f01d02b80e4f2be,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,3ca3b9fd051ceaeb002da5a7298a0294,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,0416be1f86b68f288b611f0688902ed5,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,55211800ff46418957137b1a98dcd991,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,0e6b320c71f0b7e07a2b1ce15a831dfb,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_fce4d8dc.patch,13e616311b3fb37e4109d4a14423f196,passed,passed,failed,passed,passed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_ac7fa065.patch,cf84f3893060bc7e9c38745f918f1f9a,passed,passed,failed,passed,passed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_response,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/8fdce11a/patch/test_autodoc_patch_031b4820.patch,8e7f4775dd86b9cedc5d9be01e9ea85d,passed,passed,failed,passed,passed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,256ad0104fc9b53020b93cc417c51696,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,afcab368fd2e8f26e51c5d0edc0363b7,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,7ab39a568bc1715fa559445f5c093db1,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,2b069a08386e9d6358d3e76a06346c71,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,cba718a97482899c179036c22c91dea4,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,5d40878fba3364c42a146d4c10da2021,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,020027f53ee4a12494ad48d7979c95dc,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,a81c8314d21b4fa1cc871a2b2be890ef,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_gen_each_case.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,8e0eef8d07489285df16f15dbf8613f6,passed,failed,failed,passed,failed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_pytest.py::test_index,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,66595e890423726bef87b33eb2d9f732,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_pytest.py::test_index,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,bdad70720a131d7509cf55000101a5c3,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_pytest.py::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,98ef0819d70ce150a3ebb371ed947e85,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_pytest.py::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,519577e3fa2fa8a4b9729a26b1f7fd8a,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,7bfa0036e40c10107b8e624c39405c70,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,fbb67617a63ac891529971ed029b006d,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,f1a932b543789c03c28ab64d5d98e176,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,7e7821bd4a708322f3f8da80fe140f42,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,ae082d1cf50bdf003ad75c38bc774e69,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,31b918948c49925adfb3c83524a7a5f4,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,4479761a7dcd537133caefcc86f85666,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,61b9f818016894b02d6c53a9be6474a8,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_requests.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,44d691b8347645a2a6d4f7fa53d0ceed,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,5432b3ff477d6fd851dca9bfcd6b53ad,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,2accdc5766f524f49095f0f15a81a75c,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,22c1f1fb111184120da6b0d73b72edd7,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,dd1b54794af176191eb6f333dd8941f7,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,fcb6fed7d9f4dd9868af191544c45e75,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_get,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,4a90f1965775e996949316a157e642e9,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,b246874cd62cc3eff418aa0061fa7b44,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,99d32e8576a99772a5785e3b000032d9,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,examples/test_unittest.py::TestUnittest::test_post,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,271b6e380d13982c9ebe5540f573300a,passed,passed error,failed,passed,passed error,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_fce4d8dc.patch,085ff326e082b770ea0120a46fc50d51,passed,passed,failed,passed,passed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_ac7fa065.patch,77dc519701ff8a1f794c7bcc33529c37,passed,passed,failed,passed,passed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_parse_responses,victim,tests/test_not_generate.py::TestAutodocNotGenerate::test_should_not_generate,tests/test_autodoc.py::TestAutodoc::test_create_markdown_document,py-autodoc/ipflakies_result/66ce5772/patch/test_autodoc_patch_031b4820.patch,8ad27544efc636220cdb9228e87ade0b,passed,passed,failed,passed,passed,passed
py-autodoc,https://github.com/heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,tests/test_autodoc.py::TestAutodoc::test_should_change_separators,victim,examples/test_gen_each_case.py::TestUnittest::test_foo_bar,tests/test_autodoc.py::TestAutodoc::test_clear_responses,py-autodoc/ipflakies_result/649b2ea6/patch/test_autodoc_patch_fce4d8dc.patch,f9851018e6d472699e2f8e1be4594934,passed,failed,failed,passed,failed,passed
autoyaml,https://github.com/martyni/autoyaml,be3f450667bcca477683e63bcc49c67c5d170855,tests/autoyaml_test.py::TestAutoyamlMethods::test_b_decrypt_config,brittle,tests/autoyaml_test.py::TestAutoyamlMethods::test_a_encrypt_config,,autoyaml/ipflakies_result/7f5cbccb/patch/autoyaml_test_patch_13ab0dbb.patch,a16036924b8d45717e9658491f30f0e5,failed,passed,passed,passed,passed,passed
autoyaml,https://github.com/martyni/autoyaml,be3f450667bcca477683e63bcc49c67c5d170855,tests/autoyaml_test.py::TestEncryptorMethods::test_b_decrypt,brittle,tests/autoyaml_test.py::TestEncryptorMethods::test_a_encrypt,,autoyaml/ipflakies_result/3a8e9414/patch/autoyaml_test_patch_a25f83a9.patch,ca9a43dd54c095713f2f47abd039d5ba,failed,passed,passed,ERROR,ERROR,ERROR
basic_auth,https://github.com/rorymurdock/basic_auth,622f2133c13988cec549f4ea55bed14e50f90876,tests/test_basic.py::test_verify_config,brittle,tests/test_basic.py::test_write_config,,basic_auth/ipflakies_result/b8ff323b/patch/test_basic_patch_5db98ba3.patch,84c4629ae39ad43c39ce568cb0bc95b2,failed,failed,passed,passed,failed,passed
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_mount_pass,brittle,test/test_routing.py::test_router_register_handler_cbv_pass,,bottle-neck/ipflakies_result/d09aa225/patch/test_routing_patch_0f506518.patch,644506513f0940dc7c12baba7d83d613,failed,,passed,passed,,passed
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_register_handler_fn_pass,victim,test/test_routing.py::test_router_register_handler_cbv_pass,test/test_handlers.py::test_handler_route_method_function_pass,bottle-neck/ipflakies_result/50625878/patch/test_routing_patch_99ab5eaa.patch,039c01b77810f5a8e810186cfb896f2f,,,,ERROR,ERROR,ERROR
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_register_handler_fn_pass,victim,test/test_routing.py::test_router_register_handler_cbv_pass,test/test_handlers.py::test_handler_route_method_function_fail,bottle-neck/ipflakies_result/50625878/patch/test_routing_patch_a5fa7c76.patch,7d5aa200a5e05c65d9b3bb014759f8d8,,,,ERROR,ERROR,ERROR
bottle-neck,https://github.com/agile4you/bottle-neck.git,ebc670a4b178255473d68e9b4122ba04e38f4810,test/test_routing.py::test_router_register_handler_fn_pass,victim,test/test_routing.py::test_router_register_handler_cbv_pass,test/test_handlers.py::test_handler_plugin_method_function_pass,bottle-neck/ipflakies_result/50625878/patch/test_routing_patch_373de1a2.patch,9230b6e47ccd865bc75f5031bdf1182c,,,,ERROR,ERROR,ERROR
